"treatment","rank","total","precent"
"X2.3.DCPE..BRD.BRD.K61734568.003.02.1.",2942,10789,27.2685142274539
"CHLORINDIONE..BRD.BRD.K61802864.001.08.8.",3598,10700,33.6261682242991
"DDR1.IN.1..BRD.BRD.K61845293.300.03.9.",-1,6352,-0.0157430730478589
"TENOFOVIR.DISOPROXIL..BRD.BRD.K61868322.050.01.7.",-1,12423,-0.00804958544634951
"WAY.316606..BRD.BRD.K61871885.001.01.3.",5297,10562,50.1514864608976
"FUMONISIN.B1..BRD.BRD.K61915943.001.02.9.",-1,10858,-0.00920979922637686
"NQDI.1..BRD.BRD.K61918008.001.07.1.",-1,10255,-0.00975134080936129
"GDC.0810..BRD.BRD.K61923022.001.02.4.",3561,10626,33.5121400338792
"AS.1949490..BRD.BRD.K61936403.001.01.7.",-1,7506,-0.0133226751931788
"DOCONEXENT.ETHYL.ESTER..BRD.BRD.K61937613.001.01.1.",3124,9181,34.0267944668337
"FG.7142..BRD.BRD.K61951118.001.07.9.",94,6627,1.41843971631206
"MOXIDECTIN..BRD.BRD.K61988078.001.01.2.",1546,9249,16.7153205751973
"PACLITAXEL..BRD.BRD.K62008436.001.22.1.",252,8635,2.9183555298205
"ACITRETIN..BRD.BRD.K62012036.001.14.4.",12303,12357,99.5630007283321
"TOCERANIB..BRD.BRD.K62040061.001.01.0.",2859,9813,29.1348211556099
"GRAPIPRANT..BRD.BRD.K62050508.001.01.0.",4195,9448,44.4009314140559
"N.METHYLQUIPAZINE..BRD.BRD.K62056274.332.01.8.",10822,11116,97.3551637279597
"A.412997..BRD.BRD.K62066682.300.01.0.",-1,10321,-0.00968898362561767
"HYDROXYSTILBAMIDINE..BRD.BRD.K62186992.334.02.8.",7294,8028,90.8570004982561
"AVN.944..BRD.BRD.K62196610.001.01.6.",1027,8265,12.4258923169994
"ANAGRELIDE..BRD.BRD.K62200014.003.10.5.",9646,11848,81.4145847400405
"DIHYDROARTEMISININ..BRD.BRD.K62213621.001.01.6.",3898,11559,33.7226403668137
"HUPERZINE.A..BRD.BRD.K62240499.001.05.9.",4081,9256,44.090319792567
"PYM50028..BRD.BRD.K62277907.001.01.6.",-1,10558,-0.00947149081265391
"LYLAMINE..BRD.BRD.K62289640.003.05.9.",-1,8799,-0.0113649278327083
"DEFOROLIMUS..BRD.BRD.K62304154.001.04.2.",1352,12234,11.0511688736309
"L.GLUTAMIC.ACID..BRD.BRD.K62309135.001.05.2.",7211,11225,64.2405345211581
"FLUTICASONE.PROPIONATE..BRD.BRD.K62310379.001.10.5.",-1,5937,-0.0168435236651507
"DICHLOROPHEN..BRD.BRD.K62326629.001.19.0.",10,8509,0.117522623104948
"X.R..BACLOFEN..BRD.BRD.K62353271.001.04.7.",-1,7260,-0.0137741046831956
"DAPSONE..BRD.BRD.K62363391.001.24.9.",2647,10427,25.3860170710655
"PI3K.IN.2..BRD.BRD.K62374002.001.01.5.",-1,5864,-0.0170532060027285
"RUFLOXACIN..BRD.BRD.K62374253.001.07.8.",2859,8837,32.3526083512504
"CLANFENUR..BRD.BRD.K62378877.001.05.9.",9046,11780,76.7911714770798
"SIPONIMOD..BRD.BRD.K62384160.001.02.0.",1708,11830,14.4378698224852
"BASIMGLURANT..BRD.BRD.K62387885.001.01.9.",3661,10690,34.2469597754911
"VENETOCLAX..BRD.BRD.K62391742.001.03.0.",-1,7838,-0.012758356723654
"LERISETRON..BRD.BRD.K62398570.300.01.2.",2642,6053,43.6477779613415
"PARA.TOLUENESULFONAMIDE..BRD.BRD.K62412084.001.07.1.",-1,7398,-0.0135171668018383
"NMDA..BRD.BRD.K62414032.001.12.0.",-1,9179,-0.0108944329447652
"AS.77..BRD.BRD.K62427771.001.01.0.",-1,11030,-0.00906618313689937
"PD.128907..BRD.BRD.K62456038.003.07.1.",253,8216,3.07935735150925
"IBROLIPIM..BRD.BRD.K62490786.001.01.1.",-1,11572,-0.00864154856550294
"X4.IBP..BRD.BRD.K62537556.001.02.5.",6356,9517,66.785751812546
"SR.2640..BRD.BRD.K62562723.003.02.7.",1669,10468,15.9438288116164
"X3.MPPI..BRD.BRD.K62581435.001.03.8.",-1,11151,-0.00896780557797507
"GR125487..BRD.BRD.K62594868.082.08.6.",2393,9130,26.210295728368
"X9.ANTHRACENECARBOXYLIC.ACID..BRD.BRD.K62607075.001.04.9.",-1,10698,-0.0093475415965601
"AZTREONAM..BRD.BRD.K62607865.001.09.7.",1804,10351,17.4282678002125
"SRPIN340..BRD.BRD.K62621335.001.01.7.",10134,12790,79.233776387803
"IDASANUTLIN..BRD.BRD.K62627508.001.01.5.",-1,8468,-0.0118091639111951
"GUANETHIDINE..BRD.BRD.K62676709.065.05.5.",8300,10891,76.2097144431182
"TRIPTORELIN..BRD.BRD.K62685538.001.01.7.",4271,6813,62.6889769558198
"G.1..BRD.BRD.K62696033.001.01.4.",407,9917,4.10406372895029
"SC.51089..BRD.BRD.K62715847.003.02.9.",-1,6660,-0.015015015015015
"ARGLABIN..BRD.BRD.K62734952.001.01.0.",-1,9873,-0.010128633647321
"GUANABEN.ACETATE..BRD.BRD.K62736196.015.11.0.",4187,7059,59.3143504745715
"GUANABEN.ACETATE..BRD.BRD.K62736196.015.13.6.",7004,8981,77.9868611513194
"GABAPENTIN..BRD.BRD.K62737565.003.02.6.",-1,9243,-0.0108189981607703
"GSK2256294A..BRD.BRD.K62738477.001.01.7.",-1,10607,-0.00942773640049024
"RU.58841..BRD.BRD.K62762455.001.01.3.",5965,11019,54.1337689445503
"CHOLECALCIFEROL..BRD.BRD.K62779383.001.05.5.",3302,11125,29.6808988764045
"TIOTROPIUM..BRD.BRD.K62782754.337.02.5.",677,11950,5.6652719665272
"PD.98059..BRD.BRD.K62810658.001.12.2.",2062,7255,28.4217780840799
"BMS.265246..BRD.BRD.K62814476.001.03.3.",776,6342,12.2358877325765
"SR.1664..BRD.BRD.K62814487.001.03.0.",10487,12468,84.1113249919795
"LOMERIZINE..BRD.BRD.K62858456.001.01.8.",5918,9555,61.9361590790162
"HIPPURIC.ACID..BRD.BRD.K62914667.001.13.9.",6784,12057,56.2660695031932
"X6.BENZYLAMINOPURINE..BRD.BRD.K62929068.001.16.5.",537,9071,5.91996472274281
"TIPIFARNIB..BRD.BRD.K62965247.001.04.9.",3855,7319,52.6711299357836
"TASIMELTEON..BRD.BRD.K62971431.001.01.9.",-1,8687,-0.0115114538966271
"LIDOFLAZINE..BRD.BRD.K62996583.001.10.3.",6067,7790,77.8818998716303
"ORBIFLOXACIN..BRD.BRD.K63001556.001.08.8.",6342,11674,54.325852321398
"ORBIFLOXACIN..BRD.BRD.K63001556.001.09.6.",7195,8939,80.489987694373
"RELEBACTAM..BRD.BRD.K63018010.001.01.7.",-1,9159,-0.0109182225133748
"KIN001.167..BRD.BRD.K63068307.001.08.9.",-1,7236,-0.0138197899391929
"S.METHYLCYSTEINE..BRD.BRD.K63123526.001.01.2.",8243,10287,80.1302614950909
"EPINEPHRINE..BRD.BRD.K63126190.003.01.6.",5785,6042,95.7464415756372
"JTE.907..BRD.BRD.K63150726.001.02.1.",3201,8515,37.5924838520258
"MNITMT..BRD.BRD.K63151507.001.02.4.",-1,10614,-0.00942151874882231
"NORCYCLOBENZAPRINE..BRD.BRD.K63165456.001.10.8.",-1,12198,-0.00819806525659944
"U.0124..BRD.BRD.K63169195.001.01.5.",-1,11968,-0.00835561497326203
"BEMPEDOIC.ACID..BRD.BRD.K63177377.001.01.8.",5384,11444,47.046487242223
"TELOTRISTAT..BRD.BRD.K63178091.001.01.1.",1269,7332,17.3076923076923
"O.ACETYL.L.SERINE..BRD.BRD.K63247785.001.01.5.",-1,12690,-0.00788022064617809
"SPP.86..BRD.BRD.K63253858.001.01.5.",-1,9782,-0.0102228583111838
"ORLISTAT..BRD.BRD.K63343048.001.12.2.",-1,8996,-0.0111160515784793
"METHOXSALEN..BRD.BRD.K63430059.001.17.2.",-1,9648,-0.0103648424543947
"WAY.208466..BRD.BRD.K63483542.300.01.6.",7106,10989,64.6646646646647
"SEMAXANIB..BRD.BRD.K63504947.001.15.4.",-1,9943,-0.0100573267625465
"T.0156..BRD.BRD.K63516691.003.02.0.",-1,10569,-0.00946163307786924
"AM.630..BRD.BRD.K63533170.001.02.9.",-1,8481,-0.01179106237472
"ERYTHROMYCIN..BRD.BRD.K63550407.001.12.7.",-1,9841,-0.0101615689462453
"ERYTHROMYCIN..BRD.BRD.K63550407.001.13.5.",9207,9589,96.0162686411513
"ETACRYNIC.ACID..BRD.BRD.K63630713.001.25.8.",-1,10249,-0.0097570494682408
"QUAZINONE..BRD.BRD.K63631219.001.01.6.",6620,10708,61.8229361225252
"PIRQUINOZOL..BRD.BRD.K63651590.001.01.3.",3141,10707,29.3359484449426
"TRIFLUPROMAZINE..BRD.BRD.K63675182.003.23.6.",-1,8056,-0.0124131082423039
"TEMOPORFIN..BRD.BRD.K63712959.001.01.8.",9664,11517,83.910740644265
"ACIPIMOX..BRD.BRD.K63736853.001.04.8.",1539,8993,17.1133103524964
"MYCOPHENOLIC.ACID..BRD.BRD.K63750851.001.20.7.",3296,7481,44.0582809784788
"ICATIBANT.ACETATE..BRD.BRD.K63772874.001.02.2.",5167,9568,54.0029264214047
"X10.HYDROXYCAMPTOTHECIN..BRD.BRD.K63784565.001.06.2.",2002,7134,28.062797869358
"ARECAIDINE.BUT.2.YNYL.ESTER..BRD.BRD.K63792901.075.02.1.",2635,9432,27.9368108566582
"SITAXENTAN..BRD.BRD.K63806092.236.02.6.",-1,7634,-0.0130992926381975
"SITAXENTAN..BRD.BRD.K63806092.236.06.9.",3436,7894,43.5267291613884
"RALOXIFENE..BRD.BRD.K63828191.003.32.1.",-1,5801,-0.0172384071711774
"MOLSIDOMINE..BRD.BRD.K63861289.001.19.6.",-1,7216,-0.0138580931263858
"THIOPERAMIDE..BRD.BRD.K63874012.001.02.9.",5706,7676,74.3355914538822
"AS.604850..BRD.BRD.K63915849.001.03.7.",-1,10995,-0.00909504320145521
"APTIGANEL..BRD.BRD.K63919159.003.07.0.",-1,7098,-0.0140884756269372
"BARASERTIB.HQPA..BRD.BRD.K63923597.001.10.0.",1525,8216,18.5613437195716
"X2..MECCPA..BRD.BRD.K63932022.001.01.5.",-1,11748,-0.00851208716377256
"ETIFENIN..BRD.BRD.K63979671.001.11.9.",6864,8812,77.8937812074444
"ACALABRUTINIB..BRD.BRD.K64034691.001.01.9.",-1,7530,-0.0132802124833997
"GEFITINIB..BRD.BRD.K64052750.001.17.5.",-1,6196,-0.0161394448030988
"EPOPROSTENOL..BRD.BRD.K64054020.001.03.5.",2484,8841,28.0963691890058
"ZLN024..BRD.BRD.K64103579.003.02.9.",2759,10218,27.0013701311411
"NAQUOTINIB..BRD.BRD.K64114733.066.03.9.",-1,4393,-0.0227634873662645
"VINFLUNINE..BRD.BRD.K64120610.001.01.4.",594,10052,5.90927178670911
"VINFLUNINE..BRD.BRD.K64120610.046.01.9.",4708,10678,44.0906536804645
"X2.METHYL.5.HYDROXYTRYPTAMINE..BRD.BRD.K64137799.003.02.5.",3136,8317,37.7059035709992
"ZD.2079..BRD.BRD.K64157027.003.02.7.",-1,13617,-0.0073437614746273
"BTS..BRD.BRD.K64178227.001.09.0.",3042,13012,23.3784199200738
"CBS..N.CYCLOHEXYL.2.BENZOTHIAZOLESULFENAMIDE..BRD.BRD.K64191834.001.03.1.",-1,12341,-0.00810307106393323
"MILACEMIDE..BRD.BRD.K64338723.001.01.6.",-1,9032,-0.0110717449069973
"CFM.1571..BRD.BRD.K64341947.003.02.4.",4159,10251,40.5716515461906
"ULIPRISTAL..BRD.BRD.K64381438.001.03.8.",-1,8227,-0.0121550990640574
"DNQX..BRD.BRD.K64400208.001.08.3.",4175,8609,48.4957602509002
"N.ALPHA.METHYLHISTAMINE.DIHYDROCHLORIDE..BRD.BRD.K64422603.300.02.7.",1832,6961,26.3180577503232
"GANT.58..BRD.BRD.K64451768.001.05.4.",7443,13596,54.7440423654016
"HA.130..BRD.BRD.K64452997.001.02.9.",6680,8390,79.6185935637664
"TOLTRAZURIL..BRD.BRD.K64514229.001.05.2.",2337,11398,20.5035971223022
"RO.4987655..BRD.BRD.K64538373.001.01.4.",-1,4724,-0.0211685012701101
"ZOTEPINE..BRD.BRD.K64557645.001.02.4.",-1,6122,-0.0163345311989546
"SALICIN..BRD.BRD.K64614248.001.12.3.",-1,10456,-0.00956388676358072
"D.ALPHA.TOCOPHERYL.SUCCINATE..BRD.BRD.K64636206.001.02.7.",3061,9528,32.1263643996641
"KO143..BRD.BRD.K64642496.001.04.0.",9287,12461,74.5285290105128
"PHTHALYLSULFATHIAZOLE..BRD.BRD.K64659768.001.12.8.",-1,13123,-0.00762020879372095
"NEDOCROMIL..BRD.BRD.K64716392.001.01.3.",-1,6617,-0.0151125887864591
"GNTI..BRD.BRD.K64748124.300.06.9.",-1,7476,-0.0133761369716426
"ETAZOLATE..BRD.BRD.K64755930.003.03.2.",-1,7873,-0.012701638511368
"TG100.115..BRD.BRD.K64785675.001.04.0.",-1,11824,-0.0084573748308525
"PHA.793887..BRD.BRD.K64800655.001.07.4.",33,8399,0.392903917132992
"ETEROBARB..BRD.BRD.K64834129.001.19.6.",4743,8672,54.6932656826568
"ML167..BRD.BRD.K64835161.001.02.8.",-1,9108,-0.0109793588054458
"DIPRAGLURANT..BRD.BRD.K64838454.001.01.0.",-1,10469,-0.00955201069825198
"TTP.22..BRD.BRD.K64852730.001.01.7.",6350,12323,51.5296599853932
"ERK5.IN.1..BRD.BRD.K64857848.001.06.4.",6135,7270,84.3878954607978
"CYC116..BRD.BRD.K64866502.001.03.9.",184,7303,2.51951252909763
"NSC.4644..BRD.BRD.K64874225.001.04.7.",45,7452,0.603864734299517
"BIRT.377..BRD.BRD.K64880136.001.02.6.",9209,11513,79.987839833232
"ISPINESIB..BRD.BRD.K64881305.001.03.7.",1618,8386,19.2940615311233
"AZ.960..BRD.BRD.K64888243.001.03.7.",2264,8139,27.8166850964492
"BI.2536..BRD.BRD.K64890080.001.13.8.",937,9170,10.2181025081788
"AMG.232..BRD.BRD.K64925568.001.01.8.",-1,8172,-0.0122369065100343
"AMINOCAPROIC.ACID..BRD.BRD.K64931368.003.01.4.",7299,8685,84.0414507772021
"INDALPINE..BRD.BRD.K64973364.001.01.4.",6074,13190,46.0500379075057
"SCOPOLAMINE..BRD.BRD.K64990126.004.01.1.",-1,9599,-0.010417751849151
"APOCYNIN..BRD.BRD.K64990520.001.08.4.",-1,9765,-0.0102406554019457
"PROGESTERONE..BRD.BRD.K64994968.001.32.5.",-1,9863,-0.0101389029706986
"TAFLUPROST..BRD.BRD.K65059905.001.02.9.",4763,7311,65.1484065107372
"NABUMETONE..BRD.BRD.K65146499.001.27.9.",2714,8071,33.6265642423492
"APREPITANT..BRD.BRD.K65170927.001.01.6.",-1,8908,-0.0112258643915582
"OXACEPROL..BRD.BRD.K65230684.001.06.9.",-1,10429,-0.00958864704190239
"NPC.15199..BRD.BRD.K65275554.001.04.7.",1046,10112,10.3441455696203
"GP1A..BRD.BRD.K65285700.001.02.3.",7632,9355,81.5820416889364
"EGLUMETAD..BRD.BRD.K65359424.001.01.3.",-1,8989,-0.0111247079764156
"X7.AMINOCEPHALOSPORANIC.ACID..BRD.BRD.K65377893.001.07.4.",6009,11101,54.1302585352671
"MEPRYLCAINE..BRD.BRD.K65417056.003.10.1.",7210,9481,76.0468305031115
"CORDYCEPIN..BRD.BRD.K65428967.001.08.4.",3587,8424,42.5807217473884
"SIREMADLIN..BRD.BRD.K65480835.001.02.9.",-1,8937,-0.0111894371713103
"ABAMETAPIR..BRD.BRD.K65498798.001.01.7.",6198,9999,61.986198619862
"CCT.018159..BRD.BRD.K65503129.001.06.3.",-1,11360,-0.00880281690140845
"MONOCROTALINE..BRD.BRD.K65508953.001.13.9.",-1,11707,-0.00854189800973776
"CILAZAPRIL..BRD.BRD.K65518078.002.01.1.",737,10516,7.00836820083682
"X4.AMINOHIPPURIC.ACID..BRD.BRD.K65544384.001.15.8.",-1,10952,-0.00913075237399562
"GW.803430..BRD.BRD.K65576800.001.01.6.",-1,8872,-0.0112714156898106
"ICARIIN..BRD.BRD.K65639003.001.09.0.",-1,8745,-0.0114351057747284
"KINETIN..BRD.BRD.K65667145.001.14.0.",5820,13253,43.9145853768958
"NEFIRACETAM..BRD.BRD.K65678996.001.05.5.",-1,9234,-0.0108295429932857
"EXIFONE..BRD.BRD.K65716359.001.02.1.",3137,10226,30.6767064345785
"AVANAFIL..BRD.BRD.K65781196.001.03.0.",-1,7523,-0.0132925694536754
"CGP.7930..BRD.BRD.K65786282.001.07.5.",-1,8480,-0.0117924528301887
"DIPHENYLENEIODONIUM..BRD.BRD.K65814004.003.02.9.",655,8157,8.02991295819542
"SDZ.NKT.343..BRD.BRD.K65820248.001.01.8.",950,9197,10.3294552571491
"GW274150..BRD.BRD.K65840970.001.02.9.",1916,11389,16.8232505048731
"HALOBETASOL.PROPIONATE..BRD.BRD.K65877271.001.01.8.",-1,5751,-0.0173882802990784
"SSR128129E..BRD.BRD.K65890018.236.01.1.",-1,9394,-0.0106450926123057
"CAROVERINE..BRD.BRD.K65900713.003.01.0.",5906,10215,57.8169358786099
"TANDOSPIRONE..BRD.BRD.K65904673.001.01.4.",-1,13929,-0.00717926627898629
"JNJ.26854165..BRD.BRD.K65924316.001.03.1.",678,8164,8.3047525722685
"AZD1480..BRD.BRD.K65928735.001.04.3.",2416,10037,24.0709375311348
"SB.705498..BRD.BRD.K65991129.001.02.9.",884,8560,10.3271028037383
"PIRENOXINE..BRD.BRD.K65992024.001.01.5.",-1,9466,-0.010564124234101
"SALIDROSIDE..BRD.BRD.K66030860.001.03.6.",3790,10864,34.8858615611193
"SORBITOL..BRD.BRD.K66035042.001.10.1.",-1,8394,-0.0119132713843221
"FGIN.1.43..BRD.BRD.K66093087.001.03.1.",7332,9783,74.9463354799141
"CPP..BRD.BRD.K66094457.001.01.5.",-1,11698,-0.00854846982390152
"TMC.353121..BRD.BRD.K66097663.001.01.8.",574,7567,7.58556891766882
"AFATINIB..BRD.BRD.K66175015.001.09.0.",4592,6371,72.0765970805211
"OPICAPONE..BRD.BRD.K66192203.001.02.2.",5651,7854,71.9505984211867
"RX.3117..BRD.BRD.K66213167.001.01.2.",-1,7798,-0.0128238009746089
"CINROMIDE..BRD.BRD.K66241279.001.01.8.",-1,9054,-0.0110448420587586
"FERULIC.ACID..BRD.BRD.K66295376.001.13.1.",-1,9710,-0.0102986611740474
"FLUVASTATIN..BRD.BRD.K66296774.236.11.3.",649,10180,6.37524557956778
"ZOXAZOLAMINE..BRD.BRD.K66353228.001.14.6.",6410,11115,57.6698155645524
"THZ1..BRD.BRD.K66401437.001.03.3.",5246,12171,43.102456659272
"NALBUPHINE..BRD.BRD.K66404838.310.01.1.",-1,9357,-0.0106871860639094
"PAZUFLOXACIN..BRD.BRD.K66412701.066.01.6.",-1,10410,-0.00960614793467819
"KT.433..BRD.BRD.K66437909.001.01.0.",-1,9552,-0.0104690117252931
"ACPC..BRD.BRD.K66465025.001.05.1.",-1,10277,-0.00973046608932568
"ISOGUVACINE..BRD.BRD.K66480997.003.10.0.",-1,7556,-0.0132345156167284
"VU0364770..BRD.BRD.K66527818.001.02.6.",-1,7286,-0.0137249519626681
"AMUVATINIB..BRD.BRD.K66538826.001.07.2.",-1,9379,-0.0106621174965348
"BCTC..BRD.BRD.K66541497.001.02.9.",-1,8566,-0.0116740602381508
"TY.52156..BRD.BRD.K66584608.001.03.9.",1321,7126,18.5377490878473
"MOXIFLOXACIN..BRD.BRD.K66615216.003.14.8.",1309,9343,14.0104891362517
"X4.IODO.L.PHENYLALANINE..BRD.BRD.K66664625.001.01.2.",-1,12328,-0.00811161583387411
"UH.232......BRD.BRD.K66715657.050.01.0.",5392,10141,53.1702987871019
"ESTRADIOL.VALERATE..BRD.BRD.K66766661.001.19.2.",4685,10234,45.7787766269298
"PREGABALIN..BRD.BRD.K66786476.001.01.3.",-1,7153,-0.0139801481895708
"FLUDARA..BRD.BRD.K66788707.001.14.3.",4839,11977,40.4024380061785
"OXYQUINOLINE..BRD.BRD.K66808046.065.03.7.",2895,10530,27.4928774928775
"BAZ2.ICR..BRD.BRD.K66830666.001.02.7.",-1,4348,-0.0229990800367985
"SOPHOCARPINE..BRD.BRD.K66845263.001.03.0.",-1,9412,-0.0106247343816405
"VOGLIBOSE..BRD.BRD.K66850609.001.07.4.",5262,9615,54.7269890795632
"LINEZOLID..BRD.BRD.K66876909.001.12.6.",-1,7107,-0.0140706345856198
"IPIDACRINE..BRD.BRD.K66896231.001.08.1.",5387,10421,51.6936954227042
"ALPIDEM..BRD.BRD.K66896751.001.02.4.",4933,12404,39.7694292163818
"SANGUINARIUM.CHLORIDE..BRD.BRD.K66898851.003.03.3.",1136,8670,13.1026528258362
"URMC.099..BRD.BRD.K66908976.001.01.8.",-1,7209,-0.0138715494520738
"MK.3207..BRD.BRD.K66911501.003.01.2.",-1,8112,-0.01232741617357
"LODOXAMIDE..BRD.BRD.K66937583.001.01.2.",4533,7940,57.0906801007557
"OLEOYLETHANOLAMIDE..BRD.BRD.K66956375.001.11.3.",-1,6706,-0.0149120190873844
"EB.47..BRD.BRD.K66998413.300.01.6.",5448,11489,47.4192706066672
"LUZINDOLE..BRD.BRD.K67013324.001.04.9.",-1,8352,-0.0119731800766284
"CILOSTAZOL..BRD.BRD.K67017579.001.28.1.",9809,11231,87.3386163298014
"ALTRETAMINE..BRD.BRD.K67043667.001.26.4.",-1,7420,-0.0134770889487871
"ORE1001..BRD.BRD.K67068943.001.01.0.",-1,8131,-0.012298610257041
"LUF.5834..BRD.BRD.K67079690.001.01.2.",11369,12569,90.4527010899833
"MILRINONE..BRD.BRD.K67080878.001.15.4.",2282,8348,27.3358888356493
"PIVMECILLINAM..BRD.BRD.K67100011.003.06.3.",4586,10038,45.6863917114963
"PHENYLBUTYRATE..BRD.BRD.K67102207.236.07.7.",-1,6720,-0.0148809523809524
"DEXTRAN..BRD.BRD.K67117832.001.01.9.",5864,10763,54.4829508501347
"APIXABAN..BRD.BRD.K67121414.001.03.3.",2591,9795,26.4522715671261
"X4E1RCAT..BRD.BRD.K67173685.001.06.9.",782,11506,6.79645402398748
"DEHYDROCORYDALINE..BRD.BRD.K67186445.001.02.1.",-1,10427,-0.00959048623765225
"FENTHION..BRD.BRD.K67217586.001.08.0.",7100,11151,63.671419603623
"IODIPAMIDE..BRD.BRD.K67261995.001.11.7.",-1,6791,-0.0147253718156383
"TAK.593..BRD.BRD.K67262033.001.01.0.",5288,11092,47.6739992787595
"PICOTAMIDE..BRD.BRD.K67277431.002.10.5.",-1,11115,-0.00899685110211426
"SB.431542..BRD.BRD.K67298865.001.09.0.",-1,8988,-0.011125945705385
"SKA.31..BRD.BRD.K67304264.001.08.5.",8341,13176,63.3044930176078
"GPBAR.A..BRD.BRD.K67397687.001.01.3.",8458,9113,92.8124657083288
"ITACITINIB..BRD.BRD.K67482377.001.01.8.",10963,12216,89.7429600523903
"NALOXONE..BRD.BRD.K67511046.001.02.3.",-1,11620,-0.00860585197934595
"ZK.200775..BRD.BRD.K67525671.001.02.5.",5118,11387,44.9459910424168
"CYCLOCYTIDINE..BRD.BRD.K67536197.003.11.4.",295,8876,3.32356917530419
"PQ.401..BRD.BRD.K67537649.001.04.5.",-1,9206,-0.0108624809906583
"ACEMETACIN..BRD.BRD.K67563174.001.17.6.",4719,9160,51.5174672489083
"KU.0063794..BRD.BRD.K67566344.001.07.5.",-1,5683,-0.0175963399612881
"GDC.0879..BRD.BRD.K67578145.001.09.7.",2878,7841,36.7045019767887
"GDC.0879..BRD.BRD.K67578145.001.12.1.",8380,10240,81.8359375
"ALMOTRIPTAN..BRD.BRD.K67601717.037.02.4.",-1,11798,-0.00847601288353958
"INCB.3284..BRD.BRD.K67628093.001.01.9.",10507,11644,90.2353143249742
"OLOPATADINE..BRD.BRD.K67637637.003.12.6.",5289,9740,54.3018480492813
"CI.966..BRD.BRD.K67680372.003.02.6.",-1,9872,-0.010129659643436
"RHEOCHRYSIDIN..BRD.BRD.K67772619.001.05.1.",4946,10650,46.4413145539906
"HALOPERIDOL..BRD.BRD.K67783091.001.26.1.",3249,7470,43.4939759036145
"ADATANSERIN..BRD.BRD.K67789209.001.01.0.",7644,9967,76.6930871877195
"ZM.323881..BRD.BRD.K67831364.003.03.3.",10549,11230,93.9358860195904
"PEVONEDISTAT..BRD.BRD.K67844266.003.01.9.",83,8079,1.02735487065231
"AR.A014418..BRD.BRD.K67860401.001.05.6.",-1,8859,-0.0112879557512135
"PI.103..BRD.BRD.K67868012.001.07.6.",1329,6756,19.6714031971581
"AVASIMIBE..BRD.BRD.K67901620.001.02.0.",218,8471,2.57348601109668
"NVP.HSP990..BRD.BRD.K67915505.001.01.2.",834,9602,8.68569048114976
"LISURIDE..BRD.BRD.K67943528.050.01.4.",3689,7720,47.7849740932642
"LISINOPRIL..BRD.BRD.K67966701.001.11.6.",-1,8888,-0.0112511251125113
"LISINOPRIL..BRD.BRD.K67966701.001.12.4.",8981,9717,92.4256457754451
"EPROSARTAN..BRD.BRD.K67977190.066.02.3.",734,8955,8.1965382467895
"APTO.253..BRD.BRD.K68003372.001.01.6.",552,7861,7.02200737819616
"MK.2206..BRD.BRD.K68065987.300.09.1.",-1,7516,-0.0133049494411921
"ATENOLOL......BRD.BRD.K68075732.001.11.8.",-1,11602,-0.00861920358558869
"PALMITOYLETHANOLAMIDE..BRD.BRD.K68095457.001.10.1.",782,9910,7.89101917255298
"CGS.20625..BRD.BRD.K68103045.001.02.9.",1907,11045,17.2657311000453
"TERBINAFINE..BRD.BRD.K68132782.003.13.8.",-1,9624,-0.0103906899418121
"EPOTHILONE.B..BRD.BRD.K68164687.001.01.6.",284,7931,3.58088513428319
"TORIN.2..BRD.BRD.K68174511.001.06.6.",737,5852,12.593984962406
"URSOLIC.ACID..BRD.BRD.K68185022.001.14.8.",1788,8996,19.875500222321
"NIFUROXAZIDE..BRD.BRD.K68188368.001.09.4.",7603,10751,70.7190028834527
"TRICHOSTATIN.A..BRD.BRD.K68202742.001.16.5.",1506,7022,21.4468812304187
"LY2979165..BRD.BRD.K68220839.413.02.8.",-1,12097,-0.00826651235843598
"ETIZOLAM..BRD.BRD.K68232413.001.01.2.",-1,8091,-0.0123594116920035
"LACOSAMIDE..BRD.BRD.K68232650.001.02.2.",-1,7470,-0.0133868808567604
"BRIMONIDINE..BRD.BRD.K68264559.045.02.4.",5655,11003,51.395074070708
"BRIMONIDINE..BRD.BRD.K68264559.045.04.0.",3349,10125,33.0765432098765
"STATIL..BRD.BRD.K68332390.001.04.9.",-1,12271,-0.00814929508597506
"TYRPHOSTIN.AG.1478..BRD.BRD.K68336408.001.10.9.",-1,6131,-0.0163105529277443
"AMSACRINE..BRD.BRD.K68346641.001.01.4.",388,7187,5.39863642688187
"AMSACRINE..BRD.BRD.K68346641.001.02.2.",204,10042,2.03146783509261
"TCS.HDAC6.20B..BRD.BRD.K68358632.001.01.0.",-1,12326,-0.00811293201362973
"SILVER.SULFADIAZINE..BRD.BRD.K68379918.001.01.1.",-1,9442,-0.0105909764880322
"ZK.93426..BRD.BRD.K68392338.003.02.0.",8854,11445,77.3612931411097
"EVP4593..BRD.BRD.K68395654.001.03.1.",6124,8435,72.602252519265
"ML.9..BRD.BRD.K68402494.003.03.5.",4364,10254,42.5590013653209
"SPAGLUMIC.ACID..BRD.BRD.K68405354.001.06.4.",682,11019,6.1893093747164
"SPAGLUMIC.ACID..BRD.BRD.K68405354.001.07.2.",1382,7571,18.2538634262317
"PROFLAVINE.HEMISULFATE..BRD.BRD.K68408467.065.01.8.",2226,7787,28.586105046873
